text,iso3c,year
No jurisdiction has raised any concerns about the Costa Rica.,CRI,2020
Côte d’Ivoire’s listed agreements under the MLI will start to be compliant after Côte d’Ivoire’s ratification of the MLI. Côte d’Ivoire is encouraged to ratify the MLI as soon as possible. Côte d’Ivoire is encouraged to consider entering into negotiations with respect to the UEMOA.,CIV,2020
Croatia’s listed agreements under the MLI will start to be compliant after Croatia’s ratification of the MLI. Croatia indicated that its Parliament had approved a draft bill for the ratification of the MLI on 26 November 2020 that would soon be promulgated by the Croatian President. Croatia further indicated that it expected to deposit its instrument of ratification of the MLI by the end of 2020 or early in 2021.,HRV,2020
Curaçao is encouraged to consider entering into bilateral renegotiations with respect to its agreement with the Netherlands to implement the minimum standard.,CUW,2020
"As mentioned above, the Czech Republic has not listed its agreements with Albania, Bahrain, Barbados, Bosnia-Herzegovina, Brazil, Estonia, Indonesia, Jordan, Kazakhstan, Malaysia, Mongolia, Montenegro, Morocco, North Macedonia, Panama, Saudi Arabia, Sri Lanka, Thailand, Tunisia, Ukraine, the United Arab Emirates and Viet Nam under the MLI. Listing the agreements under the MLI or entering into bilateral renegotiations to implement the minimum standard would ensure that the minimum standard could be implemented in those non-covered agreements.",CZE,2020
"As the Democratic Republic of the Congo has not signed the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements.",COD,2020
"As mentioned above, Denmark has not listed its agreements with Armenia, Germany and Switzerland under the MLI. Listing the agreements under the MLI or entering into bilateral renegotiations to implement the minimum standard would ensure that the minimum standard could be implemented in those non- covered agreements.",DNK,2020
No jurisdiction has raised any concerns about Djibouti.,DJI,2020
"As Dominica has not signed the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements. Dominica is encouraged to bring the CARICOM Agreement up to date by commencing talks among all the treaty partners.47",DMA,2020
"As the Dominican Republic has not signed the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements.",DOM,2020
No jurisdiction has raised any concerns about their agreements with Egypt.,EGY,2020
Estonia’s listed agreements under the MLI will start to be compliant after Estonia’s ratification of the MLI. Estonia indicated that the amended ratification bill was submitted to its Parliament. Estonia further indicated that it expected to deposit its instrument of ratification of the MLI early in 2021.,EST,2020
"As Eswatini has not signed the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements.",SWZ,2020
No jurisdiction has raised any concerns about their agreements with the Faroe Islands.,FRO,2020
No jurisdiction has raised any concerns about their agreements with Finland.,FIN,2020
No jurisdiction has raised any concerns about their agreements with France. France indicated that it had contacted its treaty partners and encouraged them to join the MLI. France also contacted some of its treaty partners that are Signatories to the MLI and encouraged them to list those agreements under the MLI.,FRA,2020
Gabon’s listed agreements under the MLI will start to be compliant after Gabon’s ratification of the MLI. Gabon is encouraged to ratify the MLI as soon as possible.,GAB,2020
"As mentioned above, Georgia has not listed its agreements with Armenia, Austria, Bahrain, Denmark, Egypt, Germany, Japan, Kazakhstan, Qatar, Saudi Arabia, Switzerland, Ukraine and the United Arab Emirates under the MLI. Listing the agreements under the MLI or entering into bilateral renegotiations to implement the minimum standard would ensure that the minimum standard could be implemented in those non-covered agreements. Georgia indicated that it would provide a revised list of agreements under the MLI in 2021 and would list all its agreements in force.",GEO,2020
No jurisdiction has raised any concerns about their agreements with Germany.,DEU,2020
No jurisdiction has raised any concerns about their agreements with Gibraltar.,GIB,2020
Greece’s listed agreements under the MLI will start to be compliant after Greece’s ratification of the MLI. Greece is encouraged to ratify the MLI as soon as possible.,GRC,2020
No jurisdiction has raised any concerns about their agreements with Greenland.,GRL,2020
"As Grenada has not signed the MLI or implemented anti-treaty-shopping measures in its treaties, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements. Grenada is encouraged to bring the CARICOM Agreement up to date by commencing talks among all the treaty partners.59",GRD,2020
No jurisdiction has raised any concerns about their agreements with Guernsey.,GGY,2020
No jurisdiction has raised any concerns about Haiti.,HTI,2020
No jurisdiction has raised any concerns about Honduras.,HND,2020
Hong Kong (China)’s listed agreements under the MLI will start to be compliant after the ratification of the MLI. It is encouraged that the MLI be ratified as soon as possible.,HKG,2020
"Hungary’s listed agreements under the MLI will start to be compliant after Hungary’s ratification of the MLI. Hungary indicated that it expected to deposit its instrument of ratification of the MLI early in 2021. As mentioned above, Hungary has not listed its agreements with Albania, Armenia, Bahrain, Bosnia Herzegovina, Montenegro, North Macedonia, Oman and the United Arab Emirates under the MLI. Listing the agreements under the MLI or entering into bilateral renegotiations to implement the minimum standard would ensure that the minimum standard could be implemented in those non-covered agreements.",HUN,2020
No jurisdiction has raised any concerns about their agreements with Iceland.,ISL,2020
No jurisdiction has raised any concerns about their agreements with India.,IND,2020
"As mentioned above, Indonesia has not listed its agreements with Austria, Germany, Jordan, Mongolia, Morocco, Papua New Guinea, Sri Lanka, Tunisia and Ukraine under the MLI. Listing the agreements under the MLI or entering into bilateral renegotiations to implement the minimum standard would ensure that the minimum standard could be implemented in those non-covered agreements.",IDN,2020
No jurisdiction has raised any concerns about their agreements with Ireland.,IRL,2020
No jurisdiction has raised any concerns about their agreements with the Isle of Man.,IMN,2020
No jurisdiction has raised any concerns about their agreements with Israel.,ISR,2020
"Italy’s listed agreements under the MLI will start to be compliant after Italy’s ratification of the MLI. Italy is encouraged to ratify the MLI as soon as possible. As mentioned above, Italy has not listed its agreements with Albania, Congo, Montenegro, North Macedonia, Oman, Panama and Trinidad and Tobago under the MLI. Listing the agreements under the MLI or entering into bilateral renegotiations to implement the minimum standard would ensure that the minimum standard could be implemented in those non-covered agreements.",ITA,2020
Jamaica’s listed agreements under the MLI will start to be compliant after Jamaica’s ratification of the MLI. Jamaica is encouraged to ratify the MLI as soon as possible. Jamaica indicated that it had started its legislative process for the ratification of the MLI and that it expected to ratify it in the first half of 2021. Jamaica is encouraged to bring the CARICOM Agreement up to date by commencing talks among all the treaty partners.75,JAM,2020
No jurisdiction has raised any concerns about their agreements with Japan.,JPN,2020
"As mentioned above, Jersey has not listed its agreement with Mauritius under the MLI. Listing the agreement under the MLI or entering into bilateral renegotiations to implement the minimum standard would ensure that the minimum standard could be implemented in that non-covered agreement.",JEY,2020
No jurisdiction has raised any concerns about their agreements with Jordan.,JOR,2020
No jurisdiction has raised any concerns about their agreements with Kazakhstan.,KAZ,2020
"Kenya’s listed agreements under the MLI will start to be compliant after Kenya’s ratification of the MLI. Kenya is encouraged to ratify the MLI as soon as possible. As mentioned above, Kenya has not listed its agreements with Germany, Korea and Zambia under the MLI. Listing the agreements under the MLI or entering into bilateral renegotiations to implement the minimum standard would ensure that the minimum standard could be implemented in those non-covered agreements.",KEN,2020
No jurisdiction has raised any concerns about their agreements with Korea.,KOR,2020
"As mentioned above, Latvia has not listed its agreement with North Macedonia under the MLI. Listing the agreement under the MLI or entering into bilateral renegotiations to implement the minimum standard would ensure that the minimum standard could be implemented in that non-covered agreement.",LVA,2020
"As Liberia has not signed the MLI or implemented anti-treaty-shopping measures in its agreement, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its treaty network.",LBR,2020
No jurisdiction has raised any concerns about their agreements with Liechtenstein.,LIE,2020
No jurisdiction has raised any concerns about their agreements with Lithuania.,LTU,2020
No jurisdiction has raised any concerns about their agreements with Luxembourg.,LUX,2020
"As Macau (China) has not joined the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements.",MAC,2020
Malaysia’s listed agreements under the MLI will start to be compliant after Malaysia’s ratification of the MLI. Malaysia indicated that it expected to deposit its instrument of ratification of the MLI early in 2021.,MYS,2020
"As the Maldives has not signed the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements.",MDV,2020
"As mentioned above, Malta has not listed its agreements with Botswana, Bulgaria, and Monaco under the MLI. Listing the agreements under the MLI or entering into bilateral renegotiations to implement the minimum standard would ensure that the minimum standard could be implemented in those non-covered agreements.",MLT,2020
No jurisdiction has raised any concerns about their agreements with Mauritius.,MUS,2020
Mexico’s listed agreements under the MLI will start to be compliant after Mexico’s ratification of the MLI. Mexico is encouraged to ratify the MLI as soon as possible. Mexico indicated that the MLI had been presented to its Parliament in November 2018.,MEX,2020
"As mentioned above, Monaco has not listed its agreement with Malta under the MLI. Listing the agreement under the MLI or entering into bilateral renegotiations to implement the minimum standard would ensure that the minimum standard could be implemented in that non-covered agreement.",MCO,2020
"As Mongolia has not signed the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements.",MNG,2020
"As Montenegro has not signed the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements.",MNE,2020
"As Montserrat has not joined the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements.",MSR,2020
Morocco’s listed agreements under the MLI will start to be compliant after Morocco’s ratification of the MLI. Morocco is encouraged to ratify the MLI as soon as possible. Morocco indicated that the approval of the MLI by the Moroccan Chamber of Representatives (first chamber of the parliament) was in progress. Morocco also reiterated its engagement to deposit the instrument of ratification of the MLI as soon as possible.,MAR,2020
"As Namibia has not signed the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements.",NAM,2020
No jurisdiction has raised any concerns about their agreements with the Netherlands.,NLD,2020
No jurisdiction has raised any concerns about their agreements with New Zealand.,NZL,2020
Nigeria’s listed agreements under the MLI will start to be compliant after Nigeria’s ratification of the MLI. Nigeria is encouraged to ratify the MLI as soon as possible.,NGA,2020
The Republic of North Macedonia’s listed agreements under the MLI will start to be compliant after the Republic of North Macedonia’s ratification of the MLI. The Republic of North Macedonia indicated that it expected to deposit its instrument of ratification of the MLI early in 2021.,MKD,2020
"As mentioned above, Norway has not listed its agreements with Albania, Barbados, Benin, Bosnia- Herzegovina, Côte d’Ivoire, Croatia, Curaçao, Egypt, Greenland, Hungary, Indonesia, Jamaica, Kenya, Montenegro, Morocco, North Macedonia, Qatar, Senegal, Sierra Leone, Sri Lanka, Trinidad and Tobago, Ukraine, Viet Nam and Zambia under the MLI. Listing the agreements under the MLI or entering into bilateral renegotiations to implement the minimum standard would ensure that the minimum standard could be implemented in those non-covered agreements.",NOR,2020
No jurisdiction has raised any concerns about their agreements with Oman.,OMN,2020
No jurisdiction has raised any concerns about their agreements with Pakistan.,PAK,2020
No jurisdiction has raised any concerns about their agreements with Panama.,PAN,2020
Papua New Guinea’s listed agreements under the MLI will start to be compliant after Papua New Guinea’s ratification of the MLI. Papua New Guinea is encouraged to ratify the MLI as soon as possible. Papua New Guinea indicated that it expected to commence its ratification process of the MLI in 2021.,PNG,2020
"As Paraguay has not signed the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements.",PRY,2020
Peru’s listed agreements under the MLI will start to be compliant after Peru’s ratification of the MLI. Peru is encouraged to ratify the MLI as soon as possible.,PER,2020
No jurisdiction has raised any concerns about their agreements with Poland.,POL,2020
No jurisdiction has raised any concerns about their agreements with Portugal.,PRT,2020
"As mentioned above, Qatar has not listed its agreements with Georgia, Kazakhstan Norway, Switzerland, Tunisia and Ukraine under the MLI. Listing the agreements under the MLI or entering into bilateral renegotiations to implement the minimum standard would ensure that the minimum standard could be implemented in those non-covered agreements.",QAT,2020
Romania’s listed agreements under the MLI will start to be compliant after Romania’s ratification of the MLI. Romania is encouraged to ratify the MLI as soon as possible. Romania indicated that it was working towards the ratification of the MLI and that it expected to deposit its instrument of ratification of the MLI by mid-2021.,ROU,2020
"As mentioned above, the Russian Federation has not listed its agreements with Namibia and North Macedonia under the MLI. Listing the agreements under the MLI or entering into bilateral renegotiations to implement the minimum standard would ensure that the minimum standard could be implemented in those non-covered agreements.",RUS,2020
"As Saint Kitts and Nevis has not signed the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements. Saint Kitts and Nevis is encouraged to bring the CARICOM Agreement up to date by commencing talks among all the treaty partners.120",KNA,2020
"As Saint Lucia has not signed the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements. Saint Lucia is encouraged to bring the CARICOM Agreement up to date by commencing talks among all the treaty partners.122",LCA,2020
"As Saint Vincent and the Grenadines has not signed the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements. Saint Vincent and the Grenadines is encouraged to bring the CARICOM Agreement up to date by commencing talks among all the treaty partners. 124",VCT,2020
No jurisdiction has raised any concerns about their agreements with San Marino.,SMR,2020
No jurisdiction has raised any concerns about their agreements with Saudi Arabia.,SAU,2020
Senegal’s listed agreements under the MLI will start to be compliant after Senegal’s ratification of the MLI. Senegal is encouraged to ratify the MLI as soon as possible. Senegal indicated that a bill for the ratification of the MLI that had been approved by its Council of Ministers on 14 October 2020 would be submitted to its Parliament in 2020. Senegal further indicated that it expected to deposit its instrument of ratification of the MLI in 2021. Senegal is encouraged to consider entering into bilateral renegotiations with respect to the UEMOA to implement the minimum standard.,SEN,2020
No jurisdiction has raised any concerns about their agreements with Serbia.,SRB,2020
The Seychelles’ listed agreements under the MLI will start to be compliant after the Seychelles’ ratification of the MLI. The Seychelles is encouraged to ratify the MLI as soon as possible.,SYC,2020
"As Sierra Leone has not signed the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements.",SLE,2020
No jurisdiction has raised any concerns about their agreements with Singapore.,SGP,2020
No jurisdiction has raised any concerns about their agreements with the Slovak Republic.,SVK,2020
No jurisdiction has raised any concerns about their agreements with Slovenia.,SVN,2020
"South Africa’s listed agreements under the MLI will start to be compliant after South Africa’ ratification of the MLI. South Africa is encouraged to ratify the MLI as soon as possible. As mentioned above, South Africa has not listed its agreements with Grenada and Sierra Leone under the MLI. Listing the agreements under the MLI or entering into bilateral renegotiations to implement the minimum standard would ensure that the minimum standard could be implemented in those non-covered agreements.",ZAF,2020
Spain’s listed agreements under the MLI will start to be compliant after Spain’s ratification of the MLI. Spain is encouraged to ratify the MLI as soon as possible. Spain indicated that the MLI was approved by its Parliament. Spain further indicated that it expected to deposit its instrument of ratification of the MLI in early 2021.,ESP,2020
"As Sri Lanka has not signed the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements.",LKA,2020
"Sweden has made a reservation under the MLI that delays its entry into effect after completing its internal procedures for this purpose for each of its listed agreements.139 Sweden has not yet notified that it had completed its internal procedures for any of its listed agreements. As mentioned above, Sweden has not listed its agreements with Australia, Austria, Bosnia-Herzegovina, Croatia, France, Montenegro and Serbia under the MLI. Listing the agreements under the MLI or entering into bilateral renegotiations to implement the minimum standard would ensure that the minimum standard could be implemented in those non-covered agreements.",SWE,2020
No jurisdiction has raised any concerns about their agreements with Switzerland.,CHE,2020
"As Thailand has not signed the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements.",THA,2020
"As Trinidad and Tobago has not signed the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements. Trinidad and Tobago is encouraged to bring the CARICOM Agreement up to date by commencing talks among all the treaty partners.143",TTO,2020
Tunisia’s listed agreements under the MLI will start to be compliant after Tunisia’s ratification of the MLI. Tunisia is encouraged to ratify the MLI as soon as possible.,TUN,2020
Turkey’s listed agreements under the MLI will start to be compliant after Turkey’s ratification of the MLI. Turkey is encouraged to ratify the MLI as soon as possible.,TUR,2020
No jurisdiction has raised any concerns about the Turks and Caicos Islands.,TCA,2020
No jurisdiction has raised any concerns about their agreements with Ukraine.,UKR,2020
"As mentioned above, the United Arab Emirates has not listed its agreement with San Marino under the MLI. Listing the agreement under the MLI or entering into bilateral renegotiations to implement the minimum standard would ensure that the minimum standard could be implemented in that non-covered agreement.",ARE,2020
No jurisdiction has raised any concerns about their agreements with the United Kingdom.,GBR,2020
No jurisdiction has raised any concerns about their agreements with the United States.,USA,2020
No jurisdiction has raised any concerns about their agreements with Uruguay.,URY,2020
"As Viet Nam has not signed the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements.",VNM,2020
"As Zambia has not signed the MLI or implemented anti-treaty-shopping measures in its agreements, the Secretariat will offer its support to design a plan for the implementation of the minimum standard to strengthen its network of agreements.",ZMB,2020
"Saudi Arabia has listed its agreement with Albania under the MLI, which amounts to a request to implement the minimum standard in that agreement. Albania indicated in its response to the Peer Review questionnaire that while this agreement did not give rise to material treaty-shopping concerns for Albania, Albania intends to implement the minimum standard in this agreement by listing it to be covered in its list of covered tax agreements under the MLI, which will require completion of domestic procedures.",ALB,2021
No jurisdiction has raised any concerns about their agreements with Andorra.,AND,2021
No jurisdiction has raised any concerns about their agreements with Angola.,AGO,2021
No jurisdiction has raised any concerns about Anguilla.,AIA,2021
Antigua and Barbuda has developed a plan for the implementation of the minimum standard in its agreement with the United Kingdom. Antigua and Barbuda indicated in its response to the Peer Review questionnaire that it intends to sign the MLI and list that agreement. The CARICOM Agreement does not at this stage comply with the minimum standard and discussions to bring this agreement up to date should be contemplated. 4,ATG,2021
Recommendation It is recommended that Argentina completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.,ARG,2021
Recommendation It is recommended that Armenia completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.,ARM,2021
No jurisdiction has raised any concerns about Aruba.,ABW,2021
No jurisdiction has raised any concerns about their agreements with Australia.,AUS,2021
"Albania, Armenia, Australia, Bahrain, Barbados, Belize, Bosnia-Herzegovina, Denmark, Egypt, Kazakhstan, Malaysia, Morocco, New Zealand, North Macedonia, San Marino, Saudi Arabia, Tunisia and the United Arab Emirates have listed their agreements with Austria under the MLI, which amount to a requests to implement the minimum standard in those agreements. Austria is preparing to give effect to its plan to implement the minimum standard in its agreements with Albania, Armenia, Barbados, Belarus, Belize, Bosnia-Herzegovina, Denmark, Egypt, Georgia, Iceland, Kazakhstan, North Macedonia, Malaysia, Mongolia, Montenegro, Morocco, San Marino, Saudi Arabia, Thailand, Tunisia and Viet Nam by making a notification to expand its list of agreements to be covered under the MLI to include these agreements. Austria has developed a plan for the implementation of the minimum standard in its agreement with Sweden. Austria indicated in its response to the Peer Review questionnaire that bilateral negotiations would be pursued with respect to that agreement.",AUT,2021
No jurisdiction has raised any concerns about the Bahamas.,BHS,2021
Recommendation It is recommended that Bahrain completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.,BHR,2021
The CARICOM Agreement does not at this stage comply with the minimum standard and discussions to bring this agreement up to date should be contemplated. 20,BRB,2021
"Recommendation It is recommended that Belarus formulates a plan for the implementation of the minimum standard in its agreements for which no steps have yet been taken and that were concluded with members of the BEPS Inclusive Framework (Armenia, Austria, Bahrain, Belgium, Bulgaria, China (People’s Republic of), Croatia, Czech Republic, Denmark, Egypt, Estonia, Finland, France, Georgia, Hungary, India, Indonesia, Ireland, Israel, Kazakhstan, Korea, Latvia, Lithuania, North Macedonia, Malaysia, Mongolia, Montenegro, Netherlands, Oman, Pakistan, Poland, Qatar, Romania, Russian Federation, Saudi Arabia, Serbia, Singapore, Slovak Republic, Slovenia, South Africa, Spain, Sri Lanka, Sweden, Switzerland, Thailand, Turkey, Ukraine, United Arab Emirates, and Viet Nam).",BLR,2021
No jurisdiction has raised any concerns about their agreements with Belgium.,BEL,2021
"The United Arab Emirates has listed its agreement with Belize to be modified under the MLI, which amounts to a request to implement the minimum standard. Belize has developed a plan for the implementation of the minimum standard in its agreement with the United Arab Emirates. Belize indicated in its response to the Peer Review questionnaire that it intends to implement the minimum standard by listing this agreement to be covered under the MLI in its definitive MLI Position, to be deposited upon the deposit of Belize’s instrument of ratification of the MLI. The CARICOM Agreement does not at this stage comply with the minimum standard and discussions to bring this agreement up to date should be contemplated.24 Recommendation It is recommended that Belize completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.",BLZ,2021
"Benin is currently developing a plan, in consultation with the Secretariat, for the implementation of the minimum standard in its agreements with France and Norway. The UEMOA does not at this stage comply with the minimum standard and discussions to bring this agreement up to date should be contemplated.26",BEN,2021
No jurisdiction has raised any concerns about their agreements with Bermuda.,BMU,2021
No jurisdiction has raised any concerns about their agreements with Bosnia-Herzegovina.,BIH,2021
"Botswana has developed a plan for the implementation of the minimum standard in its agreements with Barbados, China (People’s Republic of), the Czech Republic, Eswatini, France, India Ireland, Malta, Mauritius, Namibia, Russian Federation, the Seychelles, Sweden, the United Kingdom, and Zambia. Botswana indicated in its response to the Peer Review questionnaire that it intends to sign the MLI and list those agreements.",BWA,2021
No jurisdiction has raised any concerns about their agreements with Brazil.,BRA,2021
No jurisdiction has raised any concerns about the British Virgin Islands.,VGB,2021
"Brunei Darussalam has developed a plan for the implementation of the minimum standard in its agreements with Bahrain, China (People’s Republic of), Hong Kong (China), Indonesia, Japan, Korea, Luxembourg, Malaysia, Oman, Pakistan, Qatar, Singapore, the united Arab Emirates, the United Kingdom, and Viet Nam. Brunei Darussalam indicated in its response to the Peer Review questionnaire that it is currently amending its legal framework in order to join the MLI.",BRN,2021
Recommendation It is recommended that Bulgaria completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.,BGR,2021
The UEMOA does not at this stage comply with the minimum standard and discussions to bring this agreement up to date should be contemplated.32,BFA,2021
Cabo Verde has developed a plan for the implementation of the minimum standard in its agreements with Mauritius and Spain. Cabo Verde indicated in its response to the Peer Review questionnaire that bilateral negotiations would be pursued with respect to those agreements.,CPV,2021
Recommendation It is recommended that Cameroon completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.,CMR,2021
No jurisdiction has raised any concerns about their agreements with Canada.,CAN,2021
No jurisdiction has raised any concerns about the Cayman Islands.,CYM,2021
No jurisdiction has raised any concerns about their agreements with Chile.,CHL,2021
