text,iso3c,year
Recommendation It is recommended that China completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.,CHN,2021
Recommendation It is recommended that Colombia completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.,COL,2021
Recommendation It is recommended that Congo formulates a plan for the implementation of the minimum standard in its agreements for which no steps have yet been taken and that were concluded with members of the BEPS Inclusive Framework (France and Mauritius).,COG,2021
No jurisdiction has raised any concerns about the Cook Islands.,COK,2021
No jurisdiction has raised any concerns about their agreements with Costa Rica.,CRI,2021
"The UEMOA does not at this stage comply with the minimum standard and discussions to bring this agreement up to date should be contemplated.45 43 Règlement n°08/2008/CM des pays de l’Union économique et monétaire Ouest Africaine (UEMOA) du 26 septembre 2008 portant adoption des règles visant à éviter la double imposition au sein de l’UEMOA et des règles d’assistance en matière fiscale. In total, Côte d’Ivoire identified 18 ""agreements"" in its List of Tax agreements: eleven bilateral agreements and the UEMOA. 44 For its agreements listed under the MLI, Côte d'Ivoire is implementing the preamble statement (Article 6 of the MLI) and the PPT (Article 7 of the MLI). Côte d'Ivoire has also adopted the asymmetrical application of the simplified LOB under Article 7(7)(b) of the MLI. Recommendation It is recommended that Côte d'Ivoire completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.",CIV,2021
No jurisdiction has raised any concerns about their agreements with Croatia.,HRV,2021
No jurisdiction has raised any concerns about their agreements with Curaçao.,CUW,2021
"Albania, Bahrain, Barbados, Bosnia-Herzegovina, Estonia, Indonesia, Jordan, Kazakhstan, Malaysia, Morocco, North Macedonia, Panama, Saudi Arabia, Tunisia, Ukraine, the United Arab Emirates and Viet Nam have listed their agreements with the Czech Republic under the MLI, which amount to requests to implement the minimum standard. The Czech Republic has developed a plan for the implementation of the minimum standard in its agreements with Albania, Bahrain, Barbados, Belarus, Bosnia-Herzegovina, Botswana, Estonia, Indonesia, Jordan, Kazakhstan, Malaysia, Mongolia, Morocco, North Macedonia, Panama, Saudi Arabia, Thailand, Tunisia, Ukraine, the United Arab Emirates, the United States and Viet Nam. The Czech Republic indicated in its response to the Peer Review questionnaire that over the next two years, it intends to expand its list of agreements to be covered under the MLI to include the agreements concluded with jurisdictions that have signed the MLI and have listed their agreements with the Czech Republic. The Czech Republic has indicated that to avoid doubts and misunderstandings in the future, the Czech Republic will list only such jurisdictions with which it bilaterally confirms the changes that the MLI would bring to the treaty. After finishing this procedure, the Czech Republic indicated that it would pursue bilateral renegotiations or negotiations of amending protocols to implement the minimum standard in its remaining agreements.",CZE,2021
Recommendation It is recommended that the Democratic Republic of Congo formulates a plan for the implementation of the minimum standard in its agreements for which no steps have yet been taken and that were concluded with members of the BEPS Inclusive Framework (Belgium and South Africa).53,COD,2021
No jurisdiction has raised any concerns about their agreements with Denmark.,DNK,2021
No jurisdiction has raised any concerns about Djibouti.,DJI,2021
Dominica acknowledges that the CARICOM Agreement does not at this stage comply with the minimum standard and that discussions to bring this agreement up to date would be contemplated. 57,DMA,2021
The Dominican Republic has developed a plan for the implementation of the minimum standard in its agreements with Canada and Spain. The Dominic Republic indicated in its response to the Peer Review questionnaire that bilateral negotiations would be pursued with respect to those agreements.,DOM,2021
No jurisdiction has raised any concerns about their agreements with Egypt.,EGY,2021
Estonia is encouraged to complete (and notify that is has completed) its internal procedures for the entry into effect of the MLI with respect to its agreements that are covered tax agreements under the MLI and for which no such notification has yet been made.,EST,2021
"Eswatini is currently developing a plan, in consultation with the Secretariat, for the implementation of the minimum standard in its agreements with Botswana, Mauritius, Seychelles, South Africa and the United Kingdom.",SWZ,2021
The Faroe Islands has developed a plan for the implementation of the minimum standard in its agreement with the United Kingdom. The Faroe Islands indicated in its response to the Peer Review questionnaire that bilateral negotiations would be pursued with respect to that agreement.,FRO,2021
No jurisdiction has raised any concerns about their agreements with Finland.,FIN,2021
No jurisdiction has raised any concerns about their agreements with France.,FRA,2021
"Korea and Saudi Arabia have both listed their agreements with Gabon under the MLI, which amounts to requests to implement the minimum standard. Gabon has developed a plan for the implementation of the minimum standard in its agreements with Korea and Saudi Arabia. Gabon indicated in its response to the Peer Review questionnaire that it intends expand its list of agreements to be covered under the MLI in to include those agreements. Recommendation It is recommended that Gabon completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.",GAB,2021
"Armenia, Bahrain, Denmark, Egypt, Kazakhstan, Malta, Saudi Arabia, Ukraine and the United Arab Emirates have listed their agreements with Georgia under the MLI, which amount to requests to implement the minimum standard. Georgia has developed a plan for the implementation of the minimum standard in its agreements with Armenia, Austria, Bahrain, Belarus, Denmark, Egypt, Germany, Kazakhstan, Qatar, Saudi Arabia, Switzerland, Ukraine and the United Arab Emirates. Georgia indicated in its response to the Peer Review questionnaire that it intends to expand its list of agreements to be covered under the MLI to include these agreements, and that had intended to provide the revised list of agreements under the MLI before December 2021. Georgia also indicated that bilateral negotiations would be pursued to implement the minimum standard in its agreements with Azerbaijan*, Iran*, Kuwait*, Moldova*, Turkmenistan* and Uzbekistan*.",GEO,2021
"Albania, Armenia, Bosnia-Herzegovina, China (People's Republic of), Côte d'Ivoire, Egypt, India, Jamaica, Kazakhstan, Lithuania, Malaysia, Mauritius, Mexico, Morocco, Namibia, New Zealand, North Macedonia, Pakistan, Portugal, Serbia, Tunisia, Ukraine, United Arab Emirates 84 and Uruguay have listed their agreement with Germany under the MLI, which amount to requests to implement the minimum standard. Germany gave effect to its plan to implement the minimum standard in its agreements with Albania, Côte d’Ivoire and Jamaica by pursuing bilateral negotiations to implement the minimum standard in those agreements. Germany has developed a plan for the implementation of the minimum standard in its agreements with Armenia, Bosnia-Herzegovina and Malaysia. Germany indicated that bilateral negotiations would be pursued to implement the minimum standard with respect to those agreements. Recommendations It is recommended that Germany completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.",DEU,2021
No jurisdiction has raised any concerns about Gibraltar.,GIB,2021
No jurisdiction has raised any concerns about their agreements with Greece.,GRC,2021
No jurisdiction has raised any concerns about their agreements with Greenland.,GRL,2021
The CARICOM Agreement does not at this stage comply with the minimum standard and discussions to bring this agreement up to date should be contemplated. 87 Recommendation It is recommended that Grenada formulates a plan for the implementation of the minimum standard in its agreements for which no steps have yet been taken and that were concluded with members of the BEPS Inclusive Framework (South Africa and the United Kingdom).,GRD,2021
No jurisdiction has raised any concerns about their agreements with Guernsey.,GGY,2021
No jurisdiction has raised any concerns about Haiti.,HTI,2021
No jurisdiction has raised any concerns about Honduras.,HND,2021
"Recommendation It is recommended that the steps to have the MLI take effect with respect to Hong Kong (China)’s listed agreements be completed, as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.",HKG,2021
No jurisdiction has raised any concerns about their agreements with Hungary.,HUN,2021
Iceland gave effect to its plan to implement the minimum standard in its agreement Austria by making a notification on 14 December 2021 to expand its list of agreements to be covered under the MLI to include that agreement.,ISL,2021
No jurisdiction has raised any concerns about their agreements with India.,IND,2021
"Jordan, Morocco, Tunisia, Papua New Guinea and Ukraine have listed their agreements with Indonesia under the MLI, which amount to requests to implement the minimum standard. Indonesia has developed a plan for the implementation of the minimum standard in its agreements with Belarus, Jordan, Mongolia, Morocco, Papua New Guinea, Sri Lanka, Tunisia and Ukraine. Indonesia indicated in its response to the Peer Review questionnaire that it intends to expand its list of agreements to be covered under the MLI to include those agreements.",IDN,2021
No jurisdiction has raised any concerns about their agreements with Ireland.,IRL,2021
No jurisdiction has raised any concerns about their agreements with the Isle of Man.,IMN,2021
No jurisdiction has raised any concerns about their agreements with Israel.,ISR,2021
"Albania, North Macedonia, Oman and Panama have listed their agreements with Italy under the MLI, which amount to requests to implement the minimum standard. Italy has developed a plan for the implementation of the minimum standard in its agreements with Albania, North Macedonia, Oman and Panama. Italy indicated in its response to the Peer Review questionnaire that it intends to expand its list of agreements to be covered under the MLI to include those agreements. Recommendation It is recommended that Italy completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.",ITA,2021
Jamaica acknowledges that the CARICOM Agreement does not at this stage comply with the minimum standard and that discussions to bring this agreement up to date would be contemplated. 102 Recommendation It is recommended that Jamaica completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.,JAM,2021
No jurisdiction has raised any concerns about their agreements with Japan.,JPN,2021
Recommendation It is recommended that Jersey formulates a plan for the implementation of the minimum standard in its agreement for which no steps have yet been taken and that were concluded with members of the BEPS Inclusive Framework (Mauritius).,JEY,2021
No jurisdiction has raised any concerns about their agreements with Jordan.,JOR,2021
No jurisdiction has raised any concerns about their agreements with Kazakhstan.,KAZ,2021
"Korea has listed its agreement with Kenya under the MLI, which amounts to a request to implement the minimum standard. Kenya has developed a plan for the implementation of the minimum standard in its agreements with Zambia. Kenya indicated in its response to the Peer Review questionnaire that it intends to expand its list of agreements to be covered under the MLI to include that agreement. Recommendation It is recommended that Kenya completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.",KEN,2021
"No jurisdiction has raised any concerns about their agreements with Korea. Albania and Turkey have listed their agreements with Korea under the MLI, which amount to requests to implement the minimum standard.",KOR,2021
No jurisdiction has raised any concerns about their agreements with Latvia.,LVA,2021
No jurisdiction has raised any concerns about Liberia.,LBR,2021
No jurisdiction has raised any concerns about their agreements with Liechtenstein.,LIE,2021
No jurisdiction has raised any concerns about their agreements with Lithuania.,LTU,2021
No jurisdiction has raised any concerns about their agreements with Luxembourg.,LUX,2021
No jurisdiction has raised any concerns about their agreements with Macau (China).,MAC,2021
No jurisdiction has raised any concerns about their agreements with Malaysia.,MYS,2021
"The Maldives is currently developing a plan, in consultation with the Secretariat, for the implementation of the minimum standard in its agreement with the United Arab Emirates.",MDV,2021
No jurisdiction has raised any concerns about their agreements with Malta.,MLT,2021
"No jurisdiction has raised any concerns about their agreements with Mauritius. India has listed its agreement with Mauritius under the MLI, which amounts to a request to implement the minimum standard.",MUS,2021
Recommendation It is recommended that Mexico completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.,MEX,2021
No jurisdiction has raised any concerns about their agreements with Monaco.,MCO,2021
"Mongolia has developed a plan for the implementation of the minimum standard in its agreements with Austria, Belarus, Belgium, Bulgaria, Canada, China (People's Republic of), Czech Republic, France, Germany, Hungary, India, Indonesia, Kazakhstan, Korea, Malaysia, Poland, Russian Federation, Singapore, Switzerland, Turkey, Ukraine, United Kingdom and Viet Nam. Mongolia indicated in its response to the Peer Review questionnaire that it intends to sign the MLI in early 2022 and list those agreements to be covered.",MNG,2021
"Montenegro has developed a plan for the implementation of the minimum standard in its agreements with Albania, Austria, Belarus, Belgium, Bosnia-Herzegovina, Bulgaria, China, Croatia, Denmark, Egypt, Finland, France, Germany, Hungary, India, Ireland, Italy, Latvia, Malaysia, Malta, Netherlands, North Macedonia, Norway, Portugal, Romania, the Russian Federation, Serbia, Sri Lanka, Sweden, Switzerland, Turkey, Ukraine, the United Emirates and the United Kingdom. Montenegro indicated in its response to the Peer Review questionnaire that it intends to sign the MLI and list those agreements to be covered.",MNE,2021
No jurisdiction has raised any concerns about their agreements with Montserrat.,MSR,2021
Recommendation It is recommended that Morocco completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.,MAR,2021
"Acknowledging that Namibia signed the MLI in September 2021, no recommendation is made that Namibia ratifies the MLI in 2021. However, it is expected that Namibia will swiftly start the process to complete the steps to have the MLI take effect with respect to its agreements listed under the MLI, as those agreement will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.",NAM,2021
No jurisdiction has raised any concerns about their agreements with the Netherlands.,NLD,2021
No jurisdiction has raised any concerns about their agreements with New Zealand.,NZL,2021
Recommendation It is recommended that Nigeria completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.,NGA,2021
Recommendation It is recommended that the Republic of North Macedonia completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.,MKD,2021
"Albania, Barbados, Bosnia-Herzegovina, Canada, Côte d’Ivoire, Croatia, Curaçao, Egypt, France, Hungary, Indonesia, Israel, Italy, Jamaica, Kazakhstan, Kenya, Korea, Malaysia, Morocco, New Zealand, North Macedonia, Pakistan, Senegal, Singapore, the Slovak Republic, Tunisia and Ukraine have listed their agreements with Norway under the MLI, which amount to requests to implement the minimum standard. Norway has developed a plan for the implementation of the minimum standard in its agreements with Albania, Barbados, Benin, Bosnia-Herzegovina, Côte d’Ivoire, Croatia, Curaçao, Egypt, Greenland, Hungary, Indonesia, Jamaica, Kazakhstan, Kenya, Montenegro, Morocco, the Republic of North Macedonia, Qatar, Senegal, Sierra Leone, Sri Lanka, Tunisia, Ukraine, Viet Nam and Zambia. Norway indicated in its response to the Peer Review questionnaire that bilateral discussions would be pursued with respect to those agreements.",NOR,2021
"No jurisdiction has raised any concerns about their agreements with Oman. India has listed its agreement with Oman under the MLI, which amounts to a request to implement the minimum standard.",OMN,2021
No jurisdiction has raised any concerns about their agreements with Pakistan.,PAK,2021
No jurisdiction has raised any concerns about their agreements with Panama.,PAN,2021
Recommendation It is recommended that Papua New Guinea completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.,PNG,2021
"Paraguay is currently developing a plan, in consultation with the Secretariat, for the implementation of the minimum standard in its agreements with Qatar and the United Arab Emirates.",PRY,2021
Recommendation It is recommended that Peru completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.,PER,2021
No jurisdiction has raised any concerns about their agreements with Poland.,POL,2021
No jurisdiction has raised any concerns about their agreements with Portugal.,PRT,2021
Qatar gave effect to its plan to implement the minimum standard in its agreements with Tunisia by making a notification on 25 November 2021 to expand its list of agreements to be covered under the MLI to include that agreement. Qatar has developed a plan for the implementation of the minimum standard in its agreements with Argentina and Norway. Qatar indicated in its response to the Peer Review questionnaire that it intends to contact these jurisdictions to suggest a draft protocol to implement the minimum standard.,QAT,2021
Recommendation It is recommended that Romania completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.,ROU,2021
"The Russian Federation is encouraged to complete (and notify that it has completed) its internal procedures for the entry into effect of the MLI with respect to its agreements that are covered tax agreements under the MLI and for which no such notification has yet been made. 142 The reservation was made under Article 35(7)(a) of the MLI. 143 For its agreements listed under the MLI, the Russian Federation is implementing the preamble statement (Article 6 of the MLI) and the PPT (Article 7 of the MLI). The Russian Federation has also adopted for the simplified LOB under Article 7(6) of the MLI. North Macedonia as listed its agreement with Russian Federation under the MLI, which amounts to a request to implement the minimum standard. Recommendation It is recommended that the Russian Federation formulates a plan for the implementation of the minimum standard in its agreement for which no steps have yet been taken and that was concluded with a member of the BEPS Inclusive Framework (North Macedonia).",RUS,2021
"Saint Kitts and Nevis is currently developing a plan, in consultation with the Secretariat, for the implementation of the minimum standard in its agreements with Denmark, Monaco, New Zealand, Norway, San Marino, Sweden and the United Kingdom. Saint Kitts and Nevis acknowledges that the CARICOM Agreement does not at this stage comply with the minimum standard and that discussions to bring this agreement up to date would be contemplated.145",KNA,2021
Saint Lucia acknowledges that the CARICOM Agreement does not at this stage comply with the minimum standard and that discussions to bring this agreement up to date would be contemplated. 147,LCA,2021
Saint Vincent and the Grenadines acknowledges that the CARICOM Agreement does not at this stage comply with the minimum standard and that discussions to bring this agreement up to date would be contemplated.149,VCT,2021
No jurisdiction has raised any concerns about their agreements with Samoa.,WSM,2021
No jurisdiction has raised any concerns about their agreements with San Marino.,SMR,2021
No jurisdiction has raised any concerns about their agreements with Saudi Arabia.,SAU,2021
The UEMOA does not at this stage comply with the minimum standard and discussions to bring this agreement up to date should be contemplated.153 Recommendation It is recommended that Senegal completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.,SEN,2021
No jurisdiction has raised any concerns about their agreements with Serbia.,SRB,2021
No jurisdiction has raised any concerns about their agreements with the Seychelles.,SYC,2021
"Recommendation It is recommended that Sierra Leone formulates a plan for the implementation of the minimum standard in the agreements for which no steps have yet been taken and that were concluded with members of the BEPS Inclusive Framework (Norway, South Africa, and the United Kingdom)",SLE,2021
No jurisdiction has raised any concerns about their agreements with Singapore.,SGP,2021
"No jurisdiction has raised any concerns about their agreements with the Slovak Republic. Armenia has listed its agreement with the Slovak Republic under the MLI, which amounts to a request to implement the minimum standard.",SVK,2021
No jurisdiction has raised any concerns about their agreements with Slovenia.,SVN,2021
"South Africa is currently developing a plan, in consultation with the Secretariat, for the implementation of the minimum standard in its agreements with Grenada and Sierra Leone. Recommendation It is recommended that South Africa completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.",ZAF,2021
"Acknowledging that the MLI enters into force for Spain on 1 January 2022, no recommendation is made that Spain completes the steps to have the MLI take effect with respect to its agreements listed under the MLI in 2021.162 Spain is expected to swiftly start the process to complete such steps in 2022, as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.",ESP,2021
"Sri Lanka has developed a plan for the implementation of the minimum standard in its agreements with Australia, Bahrain, Belarus, Canada, China (People’s Republic of), Finland, France, Germany, Indonesia, Italy, Japan, Korea, Malaysia, Mauritius, Norway, Oman, Poland, Qatar, Russian Federation, Seychelles, Singapore, the Slovak Republic, Sweden, Thailand, the United Arab Emirates, the United Kingdom and Viet Nam. Sri Lanka indicated in its response to the Peer Review questionnaire that bilateral negotiations would be pursued with respect to those agreements.",LKA,2021
"Australia, Bosnia-Herzegovina, Croatia, France, Serbia and Singapore have listed their agreements with Sweden under the MLI, which amount to requests to implement the minimum standard. 163 See the Multilateral convention concluded by Denmark, Finland, the Faroe Islands, Iceland, Norway and Sweden: for the avoidance of double taxation with respect to taxes on income and on capital (1996, 1997, 2008 and 2018). In total, Sweden identified 85 ""agreements"" in its List of Tax agreements: 80 bilateral agreements and the Nordic Convention concluded with five treaty partners. Recommendation It is recommended that Sweden completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect. It is also recommended that Sweden formulates a plan for the implementation of the minimum standard in its agreements for which no steps have yet been taken and that were concluded with members of the BEPS Inclusive Framework (Australia, Bosnia-Herzegovina, Croatia, and Serbia).",SWE,2021
"Albania, Armenia, Australia, Barbados, Belize, China (People's Republic of), Colombia, Croatia, Egypt, Finland, France, Greece, Hong Kong (China), Hungary, India, Indonesia, Kazakhstan, Malaysia, Morocco, Oman, Pakistan, Peru, Poland, Romania, Serbia, Singapore, Slovak Republic, Slovenia, Spain, Tunisia, United Arab Emirates and Uruguay have listed their agreements with Switzerland under the MLI, which amount to requests to implement the minimum standard. Switzerland is encouraged to complete and notify its internal procedures for the entry into effect of the MLI with respect to its agreements that are covered tax agreements under the MLI and for which no such notification has yet been made.",CHE,2021
"Thailand has developed a plan for the implementation of the minimum standard in its agreements with Armenia, Australia, Austria, Bahrain, Belarus, Belgium, Bulgaria, Canada, Chile, China (People’s Republic of), Czech Republic, Denmark, Estonia, Finland, France, Germany, Hong Kong (China), Hungary, India, Indonesia, Ireland, Israel, Italy, Japan, Korea, Luxembourg, Malaysia, Mauritius, New Zealand, Oman, Pakistan, Poland, Romania, Russian Federation, Seychelles, Singapore, Slovenia, South Africa, Spain, Sri Lanka, Sweden, Switzerland, Turkey, Ukraine, United Arab Emirates, United Kingdom, and Viet Nam. Thailand indicated in its response to the Peer Review questionnaire that it intends to sign the MLI in early 2022 and to list most of its agreements to be covered under the MLI.",THA,2021
The CARICOM Agreement does not at this stage comply with the minimum standard and discussions to bring this agreement up to date should be contemplated. 169,TTO,2021
Recommendation It is recommended that Tunisia completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.,TUN,2021
Recommendation It is recommended that Turkey completes the steps to have the MLI take effect with respect to its agreements listed under the MLI as those agreements will only be modified by the MLI (and come into compliance with the minimum standard) once the provisions of the MLI take effect.,TUR,2021
No jurisdiction has raised any concerns about the Turks and Caicos Islands.,TCA,2021
No jurisdiction has raised any concerns about their agreements with Ukraine.,UKR,2021
Recommendation It is recommended that the United Arab Emirates formulates a plan for the implementation of the minimum standard in its agreement for which no steps have yet been taken and that were concluded with members of the BEPS Inclusive Framework (San Marino).,ARE,2021
No jurisdiction has raised any concerns about their agreements with the United Kingdom.,GBR,2021
"No jurisdiction has raised any concerns about their agreements with the United States. 177 With respect to the United States’ agreement with Luxembourg. 178 See I.R.C. §7701(l), added to the Internal Revenue Code by section 13238 of the Omnibus Budget Reconciliation Act of 1993, P.L. 103-66 (allowing the Internal Revenue Service to re-characterise any multiple-party financing transaction as being a transaction directly among any two or more of its parties whenever appropriate to prevent the avoidance of the United States’ tax); Treas. Reg. § 1.881-3 (as amended in 2020) (providing additional guidance relating to conduit financing arrangements). In addition, the United States has judicial doctrines such as substance- over-form and economic substance that may achieve a similar result in addressing conduit arrangements.",USA,2021
No jurisdiction has raised any concerns about their agreements with Uruguay.,URY,2021
"Viet Nam has developed a plan for the implementation of the minimum standard in its agreements with Australia, Austria, Belarus, Belgium, Brunei Darussalam, Bulgaria, Canada, China (People’s Republic of), Croatia, Czech Republic, Denmark, Estonia, Finland, France, Germany, Hong Kong (China), Hungary, Iceland, India, Indonesia, Ireland, Israel, Italy, Japan, Kazakhstan, Korea, Latvia, Luxembourg, Macau (China), Malaysia, Malta, Mongolia, Morocco, Netherlands, New Zealand, Norway, Oman, Pakistan, Panama, Poland, Portugal, Qatar, Romania, Russian Federation, San Marino, Saudi Arabia, Serbia, the Seychelles, Singapore, Slovak Republic, Spain, Sri Lanka, Sweden, Switzerland, Thailand, Tunisia, Turkey, Ukraine, United Arab Emirates, United Kingdom and Uruguay. Viet Nam indicated in its response to the Peer Review questionnaire that it intends to sign the MLI in early 2022and list those agreements to be covered.",VNM,2021
"Zambia is currently developing a plan, in consultation with the Secretariat, for the implementation of the minimum standard in its agreements with Botswana, Canada, China (People’s Republic of), Denmark, Finland, France, Germany, Ireland, Italy, Japan, Kenya, Morocco, Netherlands, Norway, Romania, the Seychelles, Sweden and the United Kingdom. Summary of the jurisdiction response - Zambia 1.Treaty partners 2. Compliance with the 3. Signature of a complying 4. Minimum standard standard instrument provision used 1 India No No 2 South Africa No No PPT 3 Switzerland Yes other PPT",ZMB,2021
