country,start_inventory,cases_started,cases_closed,end_inventory,year,type,months,closing_ratio,portion_if_cases,iso3c
Angola,0,0,0,0,2016,all,NA,NA,NA,AGO
Argentina,5,3,2,6,2016,all,NA,NA,NA,ARG
Australia,32,22,12,42,2016,all,NA,NA,NA,AUS
Austria,195,70,38,227,2016,all,NA,NA,NA,AUT
Belgium,764,426,438,752,2016,all,NA,NA,NA,BEL
Brazil,11,4,2,13,2016,all,NA,NA,NA,BRA
Brunei Darussalam,0,0,0,0,2016,all,NA,NA,NA,BRN
Bulgaria,15,5,4,16,2016,all,NA,NA,NA,BGR
Canada,260,124,160,224,2016,all,NA,NA,NA,CAN
Chile,0,3,0,3,2016,all,NA,NA,NA,CHL
China (People’s Republic of),160,32,84,108,2016,all,NA,NA,NA,CHN
Costa Rica,2,0,2,0,2016,all,NA,NA,NA,CRI
Côte d'Ivoire,0,0,0,0,2016,all,NA,NA,NA,CIV
Croatia,10,2,0,12,2016,all,NA,NA,NA,HRV
Czech Republic,33,17,4,46,2016,all,NA,NA,NA,CZE
Denmark,172,50,44,178,2016,all,NA,NA,NA,DNK
Estonia,0,1,0,1,2016,all,NA,NA,NA,EST
Finland,98,30,19,109,2016,all,NA,NA,NA,FIN
France,844,296,303,837,2016,all,NA,NA,NA,FRA
Georgia,0,0,0,0,2016,all,NA,NA,NA,GEO
Germany,1177,353,350,1180,2016,all,NA,NA,NA,DEU
Greece,25,5,3,27,2016,all,NA,NA,NA,GRC
Guernsey,0,0,0,0,2016,all,NA,NA,NA,GGY
Haiti,0,0,0,0,2016,all,NA,NA,NA,HTI
Hong Kong (China),5,5,0,10,2016,all,NA,NA,NA,HKG
Hungary,17,4,2,19,2016,all,NA,NA,NA,HUN
Iceland,0,1,1,0,2016,all,NA,NA,NA,ISL
India,622,78,55,645,2016,all,NA,NA,NA,IND
Indonesia,62,19,32,49,2016,all,NA,NA,NA,IDN
Ireland,38,14,7,45,2016,all,NA,NA,NA,IRL
Isle of Man,0,0,0,0,2016,all,NA,NA,NA,IMN
Israel,18,10,9,19,2016,all,NA,NA,NA,ISR
Italy,308,159,29,438,2016,all,NA,NA,NA,ITA
Japan,103,36,25,114,2016,all,NA,NA,NA,JPN
Jersey,0,0,0,0,2016,all,NA,NA,NA,JEY
Korea,144,22,35,131,2016,all,NA,NA,NA,KOR
Latvia,3,2,1,4,2016,all,NA,NA,NA,LVA
Liechtenstein,11,2,3,10,2016,all,NA,NA,NA,LIE
Lithuania,2,1,0,3,2016,all,NA,NA,NA,LTU
Luxembourg,285,284,335,234,2016,all,NA,NA,NA,LUX
Macau (China),0,0,0,0,2016,all,NA,NA,NA,MAC
Malta,2,0,0,2,2016,all,NA,NA,NA,MLT
Mauritius,2,3,1,4,2016,all,NA,NA,NA,MUS
Mexico,16,10,5,21,2016,all,NA,NA,NA,MEX
Monaco,0,0,0,0,2016,all,NA,NA,NA,MCO
Netherlands,254,113,70,297,2016,all,NA,NA,NA,NLD
New Zealand,8,13,6,15,2016,all,NA,NA,NA,NZL
Norway,76,24,25,75,2016,all,NA,NA,NA,NOR
Panama,0,0,0,0,2016,all,NA,NA,NA,PAN
Papua New Guinea,0,0,0,0,2016,all,NA,NA,NA,PNG
Paraguay,0,0,0,0,2016,all,NA,NA,NA,PRY
Poland,78,28,28,78,2016,all,NA,NA,NA,POL
Portugal,52,20,11,61,2016,all,NA,NA,NA,PRT
Russian Federation,0,2,0,2,2016,all,NA,NA,NA,RUS
Seychelles,0,0,0,0,2016,all,NA,NA,NA,SYC
Singapore,18,8,5,21,2016,all,NA,NA,NA,SGP
Slovak Republic,23,5,2,26,2016,all,NA,NA,NA,SVK
Slovenia,13,13,4,22,2016,all,NA,NA,NA,SVN
South Africa,19,6,1,24,2016,all,NA,NA,NA,ZAF
Spain,309,85,107,287,2016,all,NA,NA,NA,ESP
Sweden,166,63,50,179,2016,all,NA,NA,NA,SWE
Switzerland,303,147,101,349,2016,all,NA,NA,NA,CHE
Turkey,8,9,1,16,2016,all,NA,NA,NA,TUR
United Kingdom,262,109,57,314,2016,all,NA,NA,NA,GBR
United States,972,179,184,967,2016,all,NA,NA,NA,USA
Uruguay,0,0,0,0,2016,all,NA,NA,NA,URY
Angola,0,0,0,0,2016,other,NA,NA,NA,AGO
Argentina,3,1,1,3,2016,other,NA,NA,NA,ARG
Australia,9,10,4,15,2016,other,NA,NA,NA,AUS
Austria,114,41,25,130,2016,other,NA,NA,NA,AUT
Belgium,679,403,416,666,2016,other,NA,NA,NA,BEL
Brazil,7,0,1,6,2016,other,NA,NA,NA,BRA
Brunei Darussalam,0,0,0,0,2016,other,NA,NA,NA,BRN
Bulgaria,7,3,1,9,2016,other,NA,NA,NA,BGR
Canada,37,24,19,42,2016,other,NA,NA,NA,CAN
Chile,0,0,0,0,2016,other,NA,NA,NA,CHL
China (People’s Republic of),47,11,24,34,2016,other,NA,NA,NA,CHN
Costa Rica,0,0,0,0,2016,other,NA,NA,NA,CRI
Côte d'Ivoire,0,0,0,0,2016,other,NA,NA,NA,CIV
Croatia,10,0,0,10,2016,other,NA,NA,NA,HRV
Czech Republic,14,9,2,21,2016,other,NA,NA,NA,CZE
Denmark,37,19,17,39,2016,other,NA,NA,NA,DNK
Estonia,0,1,0,1,2016,other,NA,NA,NA,EST
Finland,36,22,5,53,2016,other,NA,NA,NA,FIN
France,325,166,143,348,2016,other,NA,NA,NA,FRA
Georgia,0,0,0,0,2016,other,NA,NA,NA,GEO
Germany,632,244,215,661,2016,other,NA,NA,NA,DEU
Greece,17,4,2,19,2016,other,NA,NA,NA,GRC
Guernsey,0,0,0,0,2016,other,NA,NA,NA,GGY
Haiti,0,0,0,0,2016,other,NA,NA,NA,HTI
Hong Kong (China),5,2,0,7,2016,other,NA,NA,NA,HKG
Hungary,7,2,2,7,2016,other,NA,NA,NA,HUN
Iceland,0,1,1,0,2016,other,NA,NA,NA,ISL
India,72,7,3,76,2016,other,NA,NA,NA,IND
Indonesia,43,10,27,26,2016,other,NA,NA,NA,IDN
Ireland,13,6,6,13,2016,other,NA,NA,NA,IRL
Isle of Man,0,0,0,0,2016,other,NA,NA,NA,IMN
Israel,10,6,4,12,2016,other,NA,NA,NA,ISR
Italy,147,20,20,147,2016,other,NA,NA,NA,ITA
Japan,8,3,3,8,2016,other,NA,NA,NA,JPN
Jersey,0,0,0,0,2016,other,NA,NA,NA,JEY
Korea,58,4,9,53,2016,other,NA,NA,NA,KOR
Latvia,1,2,1,2,2016,other,NA,NA,NA,LVA
Liechtenstein,7,0,2,5,2016,other,NA,NA,NA,LIE
Lithuania,1,1,0,2,2016,other,NA,NA,NA,LTU
Luxembourg,270,274,334,210,2016,other,NA,NA,NA,LUX
Macau (China),0,0,0,0,2016,other,NA,NA,NA,MAC
Malta,0,0,0,0,2016,other,NA,NA,NA,MLT
Mauritius,2,3,1,4,2016,other,NA,NA,NA,MUS
Mexico,6,3,3,6,2016,other,NA,NA,NA,MEX
Monaco,0,0,0,0,2016,other,NA,NA,NA,MCO
Netherlands,144,85,56,173,2016,other,NA,NA,NA,NLD
New Zealand,5,10,5,10,2016,other,NA,NA,NA,NZL
Norway,36,18,13,41,2016,other,NA,NA,NA,NOR
Panama,0,0,0,0,2016,other,NA,NA,NA,PAN
Papua New Guinea,0,0,0,0,2016,other,NA,NA,NA,PNG
Paraguay,0,0,0,0,2016,other,NA,NA,NA,PRY
Poland,39,19,24,34,2016,other,NA,NA,NA,POL
Portugal,13,8,1,20,2016,other,NA,NA,NA,PRT
Russian Federation,0,0,0,0,2016,other,NA,NA,NA,RUS
Seychelles,0,0,0,0,2016,other,NA,NA,NA,SYC
Singapore,8,5,2,11,2016,other,NA,NA,NA,SGP
Slovak Republic,14,2,1,15,2016,other,NA,NA,NA,SVK
Slovenia,11,7,4,14,2016,other,NA,NA,NA,SVN
South Africa,9,4,1,12,2016,other,NA,NA,NA,ZAF
Spain,87,26,29,84,2016,other,NA,NA,NA,ESP
Sweden,57,30,28,59,2016,other,NA,NA,NA,SWE
Switzerland,162,87,44,205,2016,other,NA,NA,NA,CHE
Turkey,7,7,1,13,2016,other,NA,NA,NA,TUR
United Kingdom,79,49,20,108,2016,other,NA,NA,NA,GBR
United States,256,49,39,266,2016,other,NA,NA,NA,USA
Uruguay,0,0,0,0,2016,other,NA,NA,NA,URY
Angola,0,0,0,0,2016,tp,NA,NA,NA,AGO
Argentina,2,2,1,3,2016,tp,NA,NA,NA,ARG
Australia,23,12,8,27,2016,tp,NA,NA,NA,AUS
Austria,81,29,13,97,2016,tp,NA,NA,NA,AUT
Belgium,85,23,22,86,2016,tp,NA,NA,NA,BEL
Brazil,4,4,1,7,2016,tp,NA,NA,NA,BRA
Brunei Darussalam,0,0,0,0,2016,tp,NA,NA,NA,BRN
Bulgaria,8,2,3,7,2016,tp,NA,NA,NA,BGR
Canada,223,100,141,182,2016,tp,NA,NA,NA,CAN
Chile,0,3,0,3,2016,tp,NA,NA,NA,CHL
China (People's Republic of),113,21,60,74,2016,tp,NA,NA,NA,CHN
Costa Rica,2,0,2,0,2016,tp,NA,NA,NA,CRI
Côte d'Ivoire,0,0,0,0,2016,tp,NA,NA,NA,CIV
Croatia,0,2,0,2,2016,tp,NA,NA,NA,HRV
Czech Republic,19,8,2,25,2016,tp,NA,NA,NA,CZE
Denmark,135,31,27,139,2016,tp,NA,NA,NA,DNK
Estonia,0,0,0,0,2016,tp,NA,NA,NA,EST
Finland,62,8,14,56,2016,tp,NA,NA,NA,FIN
France,519,130,160,489,2016,tp,NA,NA,NA,FRA
Georgia,0,0,0,0,2016,tp,NA,NA,NA,GEO
Germany,545,109,135,519,2016,tp,NA,NA,NA,DEU
Greece,8,1,1,8,2016,tp,NA,NA,NA,GRC
Guernsey,0,0,0,0,2016,tp,NA,NA,NA,GGY
Haiti,0,0,0,0,2016,tp,NA,NA,NA,HTI
Hong Kong (China),0,3,0,3,2016,tp,NA,NA,NA,HKG
Hungary,10,2,0,12,2016,tp,NA,NA,NA,HUN
Iceland,0,0,0,0,2016,tp,NA,NA,NA,ISL
India,550,71,52,569,2016,tp,NA,NA,NA,IND
Indonesia,19,9,5,23,2016,tp,NA,NA,NA,IDN
Ireland,25,8,1,32,2016,tp,NA,NA,NA,IRL
Isle of Man,0,0,0,0,2016,tp,NA,NA,NA,IMN
Israel,8,4,5,7,2016,tp,NA,NA,NA,ISR
Italy,161,139,9,291,2016,tp,NA,NA,NA,ITA
Japan,95,33,22,106,2016,tp,NA,NA,NA,JPN
Jersey,0,0,0,0,2016,tp,NA,NA,NA,JEY
Korea,86,18,26,78,2016,tp,NA,NA,NA,KOR
Latvia,2,0,0,2,2016,tp,NA,NA,NA,LVA
Liechtenstein,4,2,1,5,2016,tp,NA,NA,NA,LIE
Lithuania,1,0,0,1,2016,tp,NA,NA,NA,LTU
Luxembourg,15,10,1,24,2016,tp,NA,NA,NA,LUX
Macau (China),0,0,0,0,2016,tp,NA,NA,NA,MAC
Malta,2,0,0,2,2016,tp,NA,NA,NA,MLT
Mauritius,0,0,0,0,2016,tp,NA,NA,NA,MUS
Mexico,10,7,2,15,2016,tp,NA,NA,NA,MEX
Monaco,0,0,0,0,2016,tp,NA,NA,NA,MCO
Netherlands,110,28,14,124,2016,tp,NA,NA,NA,NLD
New Zealand,3,3,1,5,2016,tp,NA,NA,NA,NZL
Norway,40,6,12,34,2016,tp,NA,NA,NA,NOR
Panama,0,0,0,0,2016,tp,NA,NA,NA,PAN
Papua New Guinea,0,0,0,0,2016,tp,NA,NA,NA,PNG
Paraguay,0,0,0,0,2016,tp,NA,NA,NA,PRY
Poland,39,9,4,44,2016,tp,NA,NA,NA,POL
Portugal,39,12,10,41,2016,tp,NA,NA,NA,PRT
Russian Federation,0,2,0,2,2016,tp,NA,NA,NA,RUS
Seychelles,0,0,0,0,2016,tp,NA,NA,NA,SYC
Singapore,10,3,3,10,2016,tp,NA,NA,NA,SGP
Slovak Republic,9,3,1,11,2016,tp,NA,NA,NA,SVK
Slovenia,2,6,0,8,2016,tp,NA,NA,NA,SVN
South Africa,10,2,0,12,2016,tp,NA,NA,NA,ZAF
Spain,222,59,78,203,2016,tp,NA,NA,NA,ESP
Sweden,109,33,22,120,2016,tp,NA,NA,NA,SWE
Switzerland,141,60,57,144,2016,tp,NA,NA,NA,CHE
Turkey,1,2,0,3,2016,tp,NA,NA,NA,TUR
United Kingdom,183,60,37,206,2016,tp,NA,NA,NA,GBR
United States,716,130,145,701,2016,tp,NA,NA,NA,USA
Uruguay,0,0,0,0,2016,tp,NA,NA,NA,URY
Angola,0,0,0,0,2017,all,NA,NA,NA,AGO
Argentina,6,3,2,7,2017,all,NA,NA,NA,ARG
Australia,51,18,25,44,2017,all,NA,NA,NA,AUS
Austria,243,81,69,255,2017,all,NA,NA,NA,AUT
Belgium,773,502,537,738,2017,all,NA,NA,NA,BEL
Bermuda,0,0,0,0,2017,all,NA,NA,NA,BMU
Brazil,13,8,2,19,2017,all,NA,NA,NA,BRA
Brunei Darussalam,0,0,0,0,2017,all,NA,NA,NA,BRN
Bulgaria,17,3,4,16,2017,all,NA,NA,NA,BGR
Burkina Faso,0,0,0,0,2017,all,NA,NA,NA,BFA
Canada,224,93,141,176,2017,all,NA,NA,NA,CAN
Cayman Islands,0,0,0,0,2017,all,NA,NA,NA,CYM
Chile,3,1,1,3,2017,all,NA,NA,NA,CHL
China (People's Republic of),111,41,21,131,2017,all,NA,NA,NA,CHN
Costa Rica,0,0,0,0,2017,all,NA,NA,NA,CRI
Côte d'Ivoire,0,0,0,0,2017,all,NA,NA,NA,CIV
Croatia,12,1,1,12,2017,all,NA,NA,NA,HRV
Curaçao,3,3,5,1,2017,all,NA,NA,NA,CUW
Czech Republic,44,13,8,49,2017,all,NA,NA,NA,CZE
Democratic Republic of the Congo,0,0,0,0,2017,all,NA,NA,NA,COD
Denmark,181,72,60,193,2017,all,NA,NA,NA,DNK
Djibouti,0,0,0,0,2017,all,NA,NA,NA,DJI
Egypt,0,0,0,0,2017,all,NA,NA,NA,EGY
Estonia,1,4,1,4,2017,all,NA,NA,NA,EST
Finland,111,45,42,114,2017,all,NA,NA,NA,FIN
France,837,336,291,882,2017,all,NA,NA,NA,FRA
Georgia,0,0,0,0,2017,all,NA,NA,NA,GEO
Germany,1181,582,522,1241,2017,all,NA,NA,NA,DEU
Greece,29,10,11,28,2017,all,NA,NA,NA,GRC
Guernsey,0,0,0,0,2017,all,NA,NA,NA,GGY
Haiti,0,0,0,0,2017,all,NA,NA,NA,HTI
Hong Kong (China),10,7,3,14,2017,all,NA,NA,NA,HKG
Hungary,20,5,5,20,2017,all,NA,NA,NA,HUN
Iceland,0,3,2,1,2017,all,NA,NA,NA,ISL
India,725,136,98,763,2017,all,NA,NA,NA,IND
Indonesia,55,16,20,51,2017,all,NA,NA,NA,IDN
Ireland,43,11,12,42,2017,all,NA,NA,NA,IRL
Isle of Man,0,0,0,0,2017,all,NA,NA,NA,IMN
Israel,19,8,13,14,2017,all,NA,NA,NA,ISR
Italy,439,206,62,583,2017,all,NA,NA,NA,ITA
Japan,118,28,29,117,2017,all,NA,NA,NA,JPN
Kenya,1,0,0,1,2017,all,NA,NA,NA,KEN
Korea,131,45,45,131,2017,all,NA,NA,NA,KOR
Latvia,2,1,1,2,2017,all,NA,NA,NA,LVA
Liechtenstein,10,5,3,12,2017,all,NA,NA,NA,LIE
Lithuania,3,3,1,5,2017,all,NA,NA,NA,LTU
Luxembourg,267,250,347,170,2017,all,NA,NA,NA,LUX
Malaysia,2,5,0,7,2017,all,NA,NA,NA,MYS
Maldives,0,0,0,0,2017,all,NA,NA,NA,MDV
Malta,2,0,0,2,2017,all,NA,NA,NA,MLT
Mauritius,4,2,1,5,2017,all,NA,NA,NA,MUS
Mexico,22,7,4,25,2017,all,NA,NA,NA,MEX
Monaco,0,0,0,0,2017,all,NA,NA,NA,MCO
Netherlands,303,223,176,350,2017,all,NA,NA,NA,NLD
New Zealand,15,14,19,10,2017,all,NA,NA,NA,NZL
Norway,76,42,37,81,2017,all,NA,NA,NA,NOR
Oman,0,0,0,0,2017,all,NA,NA,NA,OMN
Pakistan,1,0,1,0,2017,all,NA,NA,NA,PAK
Panama,0,0,0,0,2017,all,NA,NA,NA,PAN
Paraguay,0,0,0,0,2017,all,NA,NA,NA,PRY
Peru,18,0,2,16,2017,all,NA,NA,NA,PER
Poland,109,70,50,129,2017,all,NA,NA,NA,POL
Portugal,60,23,34,49,2017,all,NA,NA,NA,PRT
Qatar,0,0,0,0,2017,all,NA,NA,NA,QAT
Romania,26,12,3,35,2017,all,NA,NA,NA,ROU
Russian Federation,7,10,3,14,2017,all,NA,NA,NA,RUS
Saint Kitts and Nevis,0,0,0,0,2017,all,NA,NA,NA,KNA
San Marino,0,0,0,0,2017,all,NA,NA,NA,SMR
Senegal,0,0,0,0,2017,all,NA,NA,NA,SEN
Seychelles,0,0,0,0,2017,all,NA,NA,NA,SYC
Singapore,21,17,10,28,2017,all,NA,NA,NA,SGP
Slovak Republic,28,5,2,31,2017,all,NA,NA,NA,SVK
Slovenia,22,5,7,20,2017,all,NA,NA,NA,SVN
South Africa,26,10,8,28,2017,all,NA,NA,NA,ZAF
Spain,280,112,117,275,2017,all,NA,NA,NA,ESP
Sweden,181,114,87,208,2017,all,NA,NA,NA,SWE
Switzerland,366,169,197,338,2017,all,NA,NA,NA,CHE
Thailand,15,3,12,6,2017,all,NA,NA,NA,THA
Tunisia,4,0,0,4,2017,all,NA,NA,NA,TUN
Turkey,19,3,8,14,2017,all,NA,NA,NA,TUR
Turks and Caicos Islands,0,0,0,0,2017,all,NA,NA,NA,TCA
Ukraine,0,0,0,0,2017,all,NA,NA,NA,UKR
United Kingdom,319,344,206,457,2017,all,NA,NA,NA,GBR
United States,977,299,293,983,2017,all,NA,NA,NA,USA
Uruguay,0,1,0,1,2017,all,NA,NA,NA,URY
Viet Nam,3,4,1,6,2017,all,NA,NA,NA,VNM
Zambia,0,0,0,0,2017,all,NA,NA,NA,ZMB
Angola,0,0,0,0,2017,other,NA,NA,NA,AGO
Argentina,3,2,2,3,2017,other,NA,NA,NA,ARG
Australia,18,10,11,17,2017,other,NA,NA,NA,AUS
Austria,143,44,43,144,2017,other,NA,NA,NA,AUT
Belgium,687,465,497,655,2017,other,NA,NA,NA,BEL
Bermuda,0,0,0,0,2017,other,NA,NA,NA,BMU
Brazil,6,6,1,11,2017,other,NA,NA,NA,BRA
Brunei Darussalam,0,0,0,0,2017,other,NA,NA,NA,BRN
Bulgaria,9,3,2,10,2017,other,NA,NA,NA,BGR
Burkina Faso,0,0,0,0,2017,other,NA,NA,NA,BFA
Canada,42,20,27,35,2017,other,NA,NA,NA,CAN
Cayman Islands,0,0,0,0,2017,other,NA,NA,NA,CYM
Chile,0,1,0,1,2017,other,NA,NA,NA,CHL
China (People's Republic of),36,16,5,47,2017,other,NA,NA,NA,CHN
Costa Rica,0,0,0,0,2017,other,NA,NA,NA,CRI
Côte d'Ivoire,0,0,0,0,2017,other,NA,NA,NA,CIV
Croatia,10,1,1,10,2017,other,NA,NA,NA,HRV
Curaçao,3,3,5,1,2017,other,NA,NA,NA,CUW
Czech Republic,21,5,2,24,2017,other,NA,NA,NA,CZE
Democratic Republic of the Congo,0,0,0,0,2017,other,NA,NA,NA,COD
Denmark,41,14,9,46,2017,other,NA,NA,NA,DNK
Djibouti,0,0,0,0,2017,other,NA,NA,NA,DJI
Egypt,0,0,0,0,2017,other,NA,NA,NA,EGY
Estonia,1,4,1,4,2017,other,NA,NA,NA,EST
Finland,53,28,10,71,2017,other,NA,NA,NA,FIN
France,346,219,157,408,2017,other,NA,NA,NA,FRA
Georgia,0,0,0,0,2017,other,NA,NA,NA,GEO
Germany,660,405,366,699,2017,other,NA,NA,NA,DEU
Greece,19,10,7,22,2017,other,NA,NA,NA,GRC
Guernsey,0,0,0,0,2017,other,NA,NA,NA,GGY
Haiti,0,0,0,0,2017,other,NA,NA,NA,HTI
Hong Kong (China),7,0,2,5,2017,other,NA,NA,NA,HKG
Hungary,7,3,2,8,2017,other,NA,NA,NA,HUN
Iceland,0,3,2,1,2017,other,NA,NA,NA,ISL
India,105,15,3,117,2017,other,NA,NA,NA,IND
Indonesia,28,6,14,20,2017,other,NA,NA,NA,IDN
Ireland,12,4,1,15,2017,other,NA,NA,NA,IRL
Isle of Man,0,0,0,0,2017,other,NA,NA,NA,IMN
Israel,12,6,10,8,2017,other,NA,NA,NA,ISR
Italy,147,58,14,191,2017,other,NA,NA,NA,ITA
Japan,10,4,3,11,2017,other,NA,NA,NA,JPN
Kenya,1,0,0,1,2017,other,NA,NA,NA,KEN
Korea,52,12,7,57,2017,other,NA,NA,NA,KOR
Latvia,1,1,1,1,2017,other,NA,NA,NA,LVA
Liechtenstein,5,1,2,4,2017,other,NA,NA,NA,LIE
Lithuania,2,1,1,2,2017,other,NA,NA,NA,LTU
Luxembourg,243,244,341,146,2017,other,NA,NA,NA,LUX
Malaysia,0,3,0,3,2017,other,NA,NA,NA,MYS
Maldives,0,0,0,0,2017,other,NA,NA,NA,MDV
Malta,2,0,0,2,2017,other,NA,NA,NA,MLT
Mauritius,2,0,0,2,2017,other,NA,NA,NA,MUS
Mexico,6,2,1,7,2017,other,NA,NA,NA,MEX
Monaco,0,0,0,0,2017,other,NA,NA,NA,MCO
Netherlands,187,181,136,232,2017,other,NA,NA,NA,NLD
New Zealand,10,8,13,5,2017,other,NA,NA,NA,NZL
Norway,42,28,21,49,2017,other,NA,NA,NA,NOR
Oman,0,0,0,0,2017,other,NA,NA,NA,OMN
Pakistan,0,0,0,0,2017,other,NA,NA,NA,PAK
Panama,0,0,0,0,2017,other,NA,NA,NA,PAN
Paraguay,0,0,0,0,2017,other,NA,NA,NA,PRY
Peru,17,0,1,16,2017,other,NA,NA,NA,PER
Poland,65,51,36,80,2017,other,NA,NA,NA,POL
Portugal,19,12,10,21,2017,other,NA,NA,NA,PRT
Qatar,0,0,0,0,2017,other,NA,NA,NA,QAT
Romania,7,3,1,9,2017,other,NA,NA,NA,ROU
Russian Federation,1,7,1,7,2017,other,NA,NA,NA,RUS
Saint Kitts and Nevis,0,0,0,0,2017,other,NA,NA,NA,KNA
San Marino,0,0,0,0,2017,other,NA,NA,NA,SMR
Senegal,0,0,0,0,2017,other,NA,NA,NA,SEN
Seychelles,0,0,0,0,2017,other,NA,NA,NA,SYC
Singapore,11,6,3,14,2017,other,NA,NA,NA,SGP
Slovak Republic,16,1,0,17,2017,other,NA,NA,NA,SVK
Slovenia,16,3,7,12,2017,other,NA,NA,NA,SVN
South Africa,14,9,7,16,2017,other,NA,NA,NA,ZAF
Spain,84,57,37,104,2017,other,NA,NA,NA,ESP
Sweden,61,80,50,91,2017,other,NA,NA,NA,SWE
Switzerland,222,114,115,221,2017,other,NA,NA,NA,CHE
Thailand,7,1,5,3,2017,other,NA,NA,NA,THA
Tunisia,3,0,0,3,2017,other,NA,NA,NA,TUN
Turkey,14,1,4,11,2017,other,NA,NA,NA,TUR
Turks and Caicos Islands,0,0,0,0,2017,other,NA,NA,NA,TCA
Ukraine,0,0,0,0,2017,other,NA,NA,NA,UKR
United Kingdom,110,234,139,205,2017,other,NA,NA,NA,GBR
United States,268,104,65,307,2017,other,NA,NA,NA,USA
Uruguay,0,1,0,1,2017,other,NA,NA,NA,URY
Viet Nam,0,1,0,1,2017,other,NA,NA,NA,VNM
Zambia,0,0,0,0,2017,other,NA,NA,NA,ZMB
Angola,0,0,0,0,2017,tp,NA,NA,NA,AGO
Argentina,3,1,0,4,2017,tp,NA,NA,NA,ARG
Australia,33,8,14,27,2017,tp,NA,NA,NA,AUS
Austria,100,37,26,111,2017,tp,NA,NA,NA,AUT
Belgium,86,37,40,83,2017,tp,NA,NA,NA,BEL
Bermuda,0,0,0,0,2017,tp,NA,NA,NA,BMU
Brazil,7,2,1,8,2017,tp,NA,NA,NA,BRA
Brunei Darussalam,0,0,0,0,2017,tp,NA,NA,NA,BRN
Bulgaria,8,0,2,6,2017,tp,NA,NA,NA,BGR
Burkina Faso,0,0,0,0,2017,tp,NA,NA,NA,BFA
Canada,182,73,114,141,2017,tp,NA,NA,NA,CAN
Cayman Islands,0,0,0,0,2017,tp,NA,NA,NA,CYM
Chile,3,0,1,2,2017,tp,NA,NA,NA,CHL
China (People's Republic of),75,25,16,84,2017,tp,NA,NA,NA,CHN
Costa Rica,0,0,0,0,2017,tp,NA,NA,NA,CRI
Côte d'Ivoire,0,0,0,0,2017,tp,NA,NA,NA,CIV
Croatia,2,0,0,2,2017,tp,NA,NA,NA,HRV
Curaçao,0,0,0,0,2017,tp,NA,NA,NA,CUW
Czech Republic,23,8,6,25,2017,tp,NA,NA,NA,CZE
Democratic Republic of the Congo,0,0,0,0,2017,tp,NA,NA,NA,COD
Denmark,140,58,51,147,2017,tp,NA,NA,NA,DNK
Djibouti,0,0,0,0,2017,tp,NA,NA,NA,DJI
Egypt,0,0,0,0,2017,tp,NA,NA,NA,EGY
Estonia,0,0,0,0,2017,tp,NA,NA,NA,EST
Finland,58,17,32,43,2017,tp,NA,NA,NA,FIN
France,491,117,134,474,2017,tp,NA,NA,NA,FRA
Georgia,0,0,0,0,2017,tp,NA,NA,NA,GEO
Germany,521,177,156,542,2017,tp,NA,NA,NA,DEU
Greece,10,0,4,6,2017,tp,NA,NA,NA,GRC
Guernsey,0,0,0,0,2017,tp,NA,NA,NA,GGY
Haiti,0,0,0,0,2017,tp,NA,NA,NA,HTI
